,Class
6048,0
52971,0
45224,0
76362,0
8753,0
62193,0
131347,1
137568,1
132646,1
59204,0
22364,0
210687,1
82960,0
106640,0
80887,0
163527,1
111378,0
61077,0
174280,1
175820,1
22086,0
102121,0
68222,0
209071,1
135760,1
140713,1
78516,0
121753,1
11687,0
128576,1
116034,1
197561,1
201811,1
5992,1
119971,1
19419,0
56349,0
33230,0
47317,0
72418,0
103592,0
157648,1
173019,1
169779,1
94887,0
95478,0
4113,0
83789,0
104731,0
169803,1
77041,0
113854,0
117834,1
53823,0
204155,1
71878,0
136150,1
75096,0
90407,0
153345,1
21047,0
105782,0
117643,1
58102,0
38046,0
170063,1
1792,0
133972,1
133856,1
123186,1
11103,0
54046,0
30548,0
136463,1
188288,1
201325,1
117406,0
51028,0
9521,1
192913,1
65303,0
40788,0
117924,1
16155,0
169602,1
118233,1
20556,0
208464,1
175925,1
162116,1
155874,1
63082,0
209678,1
57266,0
10056,1
83156,0
162319,1
156559,1
53066,0
31845,0
139823,1
207101,1
18749,0
166951,1
105745,0
198793,1
181202,1
36385,0
76795,0
85814,0
156317,1
170487,1
97880,0
192881,1
180611,1
110563,1
181001,1
158460,1
60872,0
208796,1
196127,1
45881,0
92399,1
106338,1
134929,1
34375,0
161823,1
150101,1
84503,0
145208,1
181745,1
171058,1
94052,0
172126,1
198972,1
106416,1
66174,0
52770,1
138664,1
195892,1
23627,1
163108,1
161227,1
114524,0
138372,1
92509,0
2505,0
116118,0
135446,1
158759,1
141334,1
179198,1
78330,0
140094,1
211363,1
62770,0
22963,0
188139,1
12456,0
62498,0
77177,0
20052,0
139618,1
81243,1
207204,1
104514,0
212032,1
198788,1
68202,0
123838,1
187916,1
81244,0
165771,1
103600,0
109297,0
148150,1
65472,0
167052,1
95510,0
175819,1
98751,0
198534,1
117222,1
3483,0
145715,1
177444,1
170157,1
3207,0
182074,1
163598,1
121922,1
4464,0
189289,1
107609,0
199395,1
112732,0
170155,1
12121,0
185565,1
103498,0
14161,0
200552,1
77161,1
178528,1
19375,0
38149,0
6748,0
82378,0
155975,1
33088,0
28420,0
208294,1
124999,1
3173,0
60998,0
200442,1
127396,1
148886,1
99951,0
79040,0
39618,0
200860,1
118286,1
10815,0
90785,1
156676,1
150373,1
151497,1
193007,1
69146,0
20364,0
60509,0
152600,1
153978,1
194032,1
48348,1
15544,0
4313,0
23491,0
140173,1
136839,1
85696,0
44322,0
207856,1
192515,1
112088,0
35396,0
86546,0
113315,0
116300,0
105786,0
154982,1
87011,0
127503,1
8368,0
28407,0
145557,1
46208,0
106524,1
31857,0
212918,1
77771,0
84582,0
97613,0
35818,0
186477,1
189117,1
82913,0
122745,1
65042,0
180141,1
29903,0
68688,0
162832,1
18366,0
24383,0
47198,0
131431,1
88341,0
129900,1
33115,0
179414,1
40735,0
131924,1
86209,0
138657,1
87734,0
36068,0
516,0
16673,0
99503,0
36891,0
173027,1
17837,0
117707,1
192148,1
110220,0
74002,0
91215,0
201032,1
103688,0
119907,1
177990,1
177607,1
62483,0
113832,0
39594,0
167654,1
116025,0
74802,0
197333,1
131946,1
70761,1
43411,0
167722,1
32249,0
184267,1
80578,0
118765,1
111387,0
159377,1
812,0
115634,0
171099,1
11896,0
135622,1
137109,1
33861,0
150977,1
131797,1
68836,0
13581,0
161407,1
116819,0
124702,1
156446,1
114964,0
206406,1
162681,1
14544,0
112828,0
92026,1
70819,0
129724,1
122716,1
104466,0
154118,1
64212,0
107661,0
65473,0
69576,1
121655,1
57066,0
129537,1
189065,1
129365,1
79113,0
105057,0
30983,0
149537,1
144543,1
175105,1
174010,1
201883,1
202014,1
1414,0
186074,1
135069,1
90836,0
67400,0
76741,0
10121,0
46470,1
50320,0
21030,1
201726,1
56322,1
15838,1
79591,0
54234,1
2813,0
165667,1
134242,1
45958,0
115247,0
39283,0
58356,0
200830,1
121056,1
18148,0
178520,1
123233,1
42162,0
158155,1
124927,1
196608,1
81360,0
117009,0
136864,1
195382,1
129334,1
142090,1
7290,0
67640,0
43187,0
31070,0
201156,1
115630,0
162885,1
18388,0
99015,0
83491,0
178759,1
116027,0
45234,0
147206,1
99545,0
164258,1
75438,0
53550,0
59873,0
124890,1
195979,1
78152,1
79001,0
163149,1
87647,0
38390,0
205705,1
86446,0
152959,1
165777,1
203103,1
202670,1
38030,0
137308,1
26488,0
57425,0
91961,0
101755,0
69592,0
134568,1
64300,0
61449,0
41927,0
15380,0
172933,1
8707,0
187736,1
51434,0
207865,1
51713,0
163580,1
114859,0
46535,0
29359,0
173819,1
26882,0
152290,1
141875,1
165743,1
40890,1
72252,1
2220,1
89677,0
185408,1
136568,1
82134,0
212214,1
91888,0
182837,1
140482,1
144301,1
73166,0
47200,0
51190,0
195845,1
173306,1
7027,1
43110,0
51334,1
168158,1
84740,0
96869,0
146453,1
174161,1
166320,1
181758,1
162599,1
62650,1
4147,0
180314,1
31,0
42471,1
119223,1
84063,0
35943,1
177516,1
64010,0
178041,1
206526,1
144757,1
206961,1
177753,1
111790,0
41634,0
187507,1
145429,1
13310,0
22961,0
9222,0
148423,1
177819,1
140407,1
8898,0
124548,1
161191,1
193330,1
135051,1
49023,0
53604,0
101752,0
75731,0
14912,0
137462,1
164558,1
65362,0
22079,0
197066,1
115709,0
110243,0
178495,1
466,0
66581,0
164889,1
81700,0
35660,0
44483,0
173340,1
155241,1
40820,0
168110,1
208334,1
203959,1
83161,0
143925,1
113749,1
112367,0
66242,0
126880,1
176103,1
149380,1
205554,1
137054,1
98049,0
170169,1
91571,0
68986,1
154278,1
2095,0
33294,0
16824,0
108895,0
112534,0
155725,1
32526,0
55241,0
126219,1
134862,1
137063,1
86692,0
65141,0
137209,1
137120,1
54161,1
174774,1
206791,1
165111,1
123325,1
143305,1
105910,0
176274,1
8681,0
96377,0
212535,1
148065,1
62944,0
207609,1
18486,0
81080,0
4624,0
206717,1
29880,0
204940,1
96591,0
165419,1
90729,0
105289,0
184515,1
147739,1
121530,1
152514,1
108013,0
47950,0
135974,1
7416,0
39976,0
212140,1
25509,1
24582,0
135033,1
8676,0
95181,0
63583,0
206074,1
4742,0
66840,0
112392,0
104246,0
206427,1
101766,0
57123,0
187573,1
198348,1
176652,1
90406,0
118761,1
101004,0
180391,1
88513,0
42603,0
47364,0
19964,0
204702,1
6051,0
206,0
179825,1
201374,1
163675,1
164990,1
154148,1
137949,1
34917,0
185623,1
59007,0
65188,0
150398,1
155316,1
30708,0
87879,0
179607,1
55894,0
149006,1
64568,1
212571,1
137388,1
36168,0
152102,1
167267,1
29673,1
175028,1
50354,0
1054,1
153776,1
95617,0
132451,1
10912,0
212991,1
26748,0
142853,1
38115,0
114537,0
53412,0
14555,0
30543,0
26080,0
83217,0
11514,0
139713,1
151517,1
150744,1
5457,0
38198,0
66633,0
160431,1
102502,0
130302,1
12103,0
21110,0
841,0
34331,0
60595,0
173893,1
96851,0
14522,0
107204,0
137242,1
37866,0
48044,0
136468,1
79081,0
32726,0
28472,0
4541,0
146264,1
160209,1
150906,1
105045,0
44127,0
61975,1
174647,1
77975,0
33504,0
47808,0
165638,1
67478,0
91670,0
172077,1
172430,1
142459,1
10870,0
17056,0
27775,0
86406,0
79513,0
18906,0
86293,0
166610,1
72967,0
32429,0
172597,1
173723,1
119080,1
109827,0
156341,1
115420,0
203124,1
28265,0
83355,0
164544,1
88962,0
169431,1
34697,0
100024,0
22964,0
143154,1
22457,0
50580,0
201415,1
148393,1
203759,1
183573,1
175113,1
120395,1
167008,1
45502,0
95361,1
121343,1
43191,0
92598,0
134054,1
135185,1
59335,0
3742,0
200116,1
138906,1
50905,0
94907,0
162157,1
206661,1
96954,0
44017,0
12882,0
157031,1
1876,0
10192,1
169959,1
129458,1
464,0
162872,1
17980,0
167550,1
82695,0
125864,1
195721,1
61820,0
165345,1
115012,0
97128,0
53903,0
5069,0
127259,1
137313,1
144659,1
1406,0
200424,1
145224,1
51688,0
188049,1
27510,0
81668,0
25950,0
207121,1
128063,1
77978,0
183372,1
115768,0
174383,1
128645,1
56168,0
108892,0
121877,1
30804,0
70279,0
152859,1
63065,0
157552,1
207890,1
110567,0
92138,1
202434,1
28437,0
189431,1
33392,1
137423,1
98949,0
101874,0
138802,1
81345,0
78906,0
4245,0
203802,1
140084,1
65084,0
11145,0
48431,0
131543,1
198646,1
203094,1
163619,1
104750,0
188816,1
57321,0
32650,0
40734,0
184214,1
186455,1
122900,1
60802,1
45533,0
10140,0
75061,0
136193,1
135158,1
169529,1
114392,0
148733,1
88969,0
52113,0
39400,0
182852,1
150825,1
82696,1
31272,0
117597,1
90931,0
111956,0
68166,0
134208,1
145012,1
23708,0
127197,1
152319,1
5789,0
94536,0
189703,1
204109,1
168075,1
183513,1
177076,1
206923,1
106362,0
78748,0
2043,0
144897,1
7508,0
154680,1
183284,1
82059,0
182902,1
212527,1
34068,0
177406,1
206755,1
79615,1
181497,1
5542,1
22764,0
74826,0
14211,0
70211,0
40019,0
113992,0
45939,0
68328,0
186936,1
12000,0
177910,1
4392,0
476,0
202204,1
112820,0
8768,0
204022,1
160314,1
148857,1
156214,1
110887,0
151134,1
67742,0
37511,0
208043,1
20048,0
50068,0
29751,0
121090,1
51389,0
168353,1
16337,1
4328,0
42575,0
207353,1
192862,1
105476,0
150938,1
50318,1
67828,0
195268,1
96318,0
52950,0
98667,0
107159,1
120867,1
3116,0
76207,0
133594,1
58736,0
171124,1
158194,1
201278,1
11176,0
129396,1
123822,1
167405,1
106473,0
181500,1
66639,0
52728,0
83667,0
187474,1
163431,1
6673,0
187758,1
177366,1
168517,1
137070,1
56693,0
10222,0
150112,1
137384,1
36975,0
199220,1
117950,1
42112,0
33083,0
125516,1
168895,1
31964,0
185769,1
4578,1
145820,1
51002,0
142772,1
186007,1
175345,1
96511,0
182904,1
180331,1
173256,1
161366,1
183796,1
41056,0
42964,0
74281,0
122645,1
94950,0
108859,0
174532,1
200781,1
46605,0
87655,0
101473,0
103791,0
127053,1
146203,1
70267,0
17501,0
40010,0
108062,0
148813,1
81759,0
76984,0
26374,0
143795,1
126418,1
193471,1
41524,0
133416,1
139739,1
159686,1
47028,1
136101,1
131992,1
109919,0
11951,0
161416,1
125001,1
193913,1
123321,1
211334,1
69438,0
123658,1
200046,1
79102,0
100703,0
175715,1
114325,0
35129,1
48543,0
161820,1
17697,0
56244,0
67699,0
104479,0
30600,0
209021,1
51738,0
167874,1
117277,0
63193,0
13165,0
178657,1
153678,1
122754,1
200578,1
131852,1
88213,0
99308,0
4205,0
20619,0
189584,1
212052,1
35426,0
93466,0
81346,0
172104,1
120265,1
201174,1
102912,0
85147,0
186184,1
91957,0
199366,1
6697,0
43196,0
209206,1
31560,0
158962,1
97774,1
84864,0
171620,1
56751,0
61005,0
132484,1
20346,0
187100,1
208266,1
135495,1
11820,0
11477,0
149166,1
153050,1
196743,1
180933,1
56077,0
133519,1
179163,1
186786,1
207170,1
130296,1
190497,1
108457,0
193271,1
155959,1
68576,0
143355,1
57559,0
4346,0
170168,1
29135,0
156175,1
174781,1
97825,0
165570,1
150993,1
181334,1
93827,1
113930,0
33272,0
163159,1
82366,0
142192,1
29337,0
50285,0
125025,1
184759,1
166004,1
165096,1
194562,1
72019,0
171378,1
136716,1
26397,0
175703,1
99663,0
44381,0
191489,1
122592,1
154004,1
57094,0
79189,0
155453,1
97027,0
95992,0
138052,1
112037,0
188348,1
163199,1
24684,1
146530,1
110700,0
40427,0
30038,0
212076,1
19988,0
165604,1
116633,0
203128,1
14510,0
160429,1
209704,1
54374,0
160577,1
199723,1
26912,0
196407,1
47662,0
82692,0
117732,1
136162,1
116343,0
201484,1
56075,0
174919,1
16311,1
211991,1
78934,0
94611,0
36737,0
131750,1
179140,1
112038,0
182115,1
23450,0
113622,0
198497,1
119573,1
205590,1
197831,1
130004,1
210053,1
119611,1
20880,0
76679,0
14138,1
67894,0
21344,0
19820,0
26328,0
182478,1
180151,1
126163,1
207473,1
28966,1
79992,0
146062,1
34737,0
9594,0
64536,0
74911,0
59893,1
212869,1
144136,1
57532,0
181225,1
813,0
100985,0
209891,1
27580,0
99391,1
73782,0
134256,1
115899,0
202225,1
89732,0
4599,0
179895,1
111784,0
114497,0
117576,1
153505,1
128464,1
16295,0
150458,1
151549,1
79262,0
33916,0
165170,1
212072,1
83934,0
81763,0
121672,1
56893,0
112130,0
25033,0
129784,1
135511,1
183188,1
134880,1
191621,1
120770,1
67469,0
84401,0
19980,0
105112,0
2876,0
164240,1
169156,1
210479,1
183336,1
59338,0
78176,0
205199,1
107074,0
134901,1
177874,1
88126,0
124764,1
133725,1
80182,0
132600,1
45183,0
19138,0
168231,1
27264,0
194088,1
130165,1
31858,0
123156,1
62042,0
45892,0
39905,0
114114,0
98587,0
169681,1
45143,0
128190,1
126093,1
99353,0
4155,0
74275,0
73043,1
146914,1
94928,0
5365,0
177498,1
165622,1
92157,0
37449,1
177160,1
63595,0
76546,1
14503,0
165538,1
53136,0
60429,0
5752,0
201950,1
199753,1
125446,1
189343,1
57212,0
158493,1
198991,1
164860,1
121852,1
191952,1
118096,1
52262,0
78092,0
130344,1
142190,1
168820,1
108234,0
130556,1
96928,0
82718,0
92208,0
131476,1
131923,1
68128,0
38784,0
119508,1
26636,1
62536,0
99777,0
35622,0
132295,1
135290,1
115116,0
75515,0
16075,0
184419,1
36150,1
71048,0
209254,1
140478,1
104158,1
70491,0
196384,1
143106,1
39523,0
129134,1
52490,0
72735,0
179452,1
32798,0
160489,1
35290,0
32579,0
62526,0
13932,0
131511,1
182809,1
183652,1
207294,1
45723,0
83888,0
161365,1
124869,1
198577,1
2085,0
22445,0
88350,1
74446,0
27152,1
200829,1
31596,0
98544,1
31261,1
106185,1
85689,0
128962,1
146883,1
161926,1
88274,0
104739,0
37629,0
77476,0
100955,0
146952,1
127239,1
62568,0
15215,0
49097,0
161118,1
196815,1
178053,1
90395,0
157168,1
191450,1
139160,1
21958,0
70980,1
151193,1
64999,0
185728,1
162025,1
95590,0
322,0
89587,0
39919,0
87184,1
206148,1
50121,0
125941,1
182388,1
83430,0
204344,1
103805,1
850,1
212836,1
188965,1
43928,0
209252,1
54996,0
81173,0
148183,1
9317,0
212805,1
75636,0
114827,0
88565,0
41962,1
179789,1
9262,0
199914,1
172152,1
41926,0
181525,1
207474,1
148104,1
133576,1
64958,0
71767,0
176307,1
95566,0
84439,0
125692,1
22058,0
38843,0
19561,0
79194,1
153553,1
185341,1
90846,0
103909,0
204584,1
191908,1
65767,0
182689,1
59202,0
184177,1
79665,1
45655,0
79694,0
125828,1
120158,1
83548,0
54806,0
2636,0
156848,1
31757,0
204780,1
210971,1
151582,1
106895,0
129521,1
57687,0
32901,0
143145,1
74611,0
159474,1
134214,1
195223,1
19107,0
88293,0
185829,1
210129,1
62807,0
103777,0
172442,1
204107,1
170628,1
124804,1
208649,1
166966,1
63417,0
131902,1
209833,1
91115,0
160276,1
16970,0
41130,0
21278,0
19073,0
212290,1
85929,0
153747,1
86974,0
193165,1
153423,1
46918,0
86194,0
195708,1
10498,0
102664,0
113342,0
31641,0
94630,0
18116,0
126139,1
37292,0
129398,1
25017,0
141431,1
118059,1
4988,0
77163,0
38549,0
106570,0
207935,1
180859,1
144629,1
173106,1
114569,0
66084,0
159159,1
15107,0
59454,1
162907,1
10823,0
153629,1
16604,0
124699,1
183021,1
2372,0
151729,1
83773,0
42313,0
172923,1
43089,0
60001,0
42652,0
52516,0
175218,1
160386,1
123790,1
195016,1
121505,1
24233,0
83850,0
89951,0
193040,1
208548,1
42785,0
38111,0
99331,0
143222,1
166066,1
21963,0
40661,1
182769,1
149978,1
134436,1
124364,1
189755,1
71787,0
127608,1
96234,0
143138,1
168451,1
132113,1
134045,1
58913,0
87503,0
190419,1
73841,0
101759,0
96336,0
64282,1
11140,1
86302,0
105927,0
75709,0
169533,1
64563,0
183960,1
86500,0
160642,1
16580,0
119908,1
107995,0
45755,0
7128,0
49563,0
68194,0
194630,1
14455,0
115045,1
122774,1
188502,1
1347,0
132576,1
201677,1
13273,0
166050,1
88355,0
156626,1
31948,1
203059,1
15467,0
70236,0
140782,1
67267,1
162939,1
143881,1
63513,1
203021,1
180571,1
35963,0
39472,0
157948,1
113481,0
15315,1
17656,0
66075,0
108673,0
44208,0
15618,0
204379,1
139751,1
87475,0
152909,1
196265,1
74219,1
211930,1
185279,1
144473,1
69771,1
37973,1
152692,1
14740,0
197658,1
177935,1
145910,1
132190,1
88458,0
26252,0
120176,1
125792,1
117620,1
108341,0
197733,1
105625,0
83594,0
161904,1
84779,0
112606,0
27707,1
176403,1
30576,0
22057,0
1003,0
207971,1
181881,1
113567,0
92134,1
186482,1
162324,1
143739,1
180776,1
122687,1
92991,0
149342,1
148366,1
7382,0
153150,1
108934,0
13520,0
183158,1
96645,0
40617,0
156779,1
159778,1
180024,1
95232,0
138567,1
115739,0
211302,1
132084,1
176161,1
87492,0
132999,1
141703,1
67998,0
147650,1
107991,0
160233,1
165167,1
119675,1
151444,1
43849,0
121795,1
19002,0
18086,1
181734,1
205614,1
208287,1
30910,0
103644,0
106306,0
100524,0
142150,1
72186,0
57015,0
37169,0
193294,1
47503,0
89311,0
112316,0
135053,1
63648,0
187720,1
137086,1
112659,0
212544,1
84521,0
77727,0
30397,0
126721,1
208481,1
144633,1
155567,1
150661,1
99989,0
180504,1
55338,0
140870,1
29737,0
31182,0
164581,1
86279,0
190743,1
43740,0
87886,0
152375,1
75189,0
165357,1
87662,0
6192,0
162068,1
105283,0
114083,0
208103,1
211893,1
141412,1
99959,0
150203,1
109552,0
71200,0
109256,1
148567,1
114504,0
53499,0
71207,0
190403,1
73855,0
45403,0
59795,0
31278,0
193729,1
96092,0
69173,0
145253,1
8784,0
170450,1
151647,1
196171,1
164732,1
152565,1
135578,1
66215,0
98004,0
109,0
194457,1
212827,1
118044,1
134297,1
65430,0
108599,0
17105,0
577,0
16115,0
97698,0
201563,1
168060,1
91349,0
160148,1
115556,0
52676,0
124762,1
10264,0
43610,1
207421,1
62206,0
196113,1
39243,1
50405,1
61653,0
189291,1
181595,1
91161,0
21620,0
79749,0
115425,0
19401,0
111725,0
64201,0
8747,0
185667,1
27259,0
143602,1
70186,0
18490,1
144514,1
117146,0
150207,1
46157,0
172040,1
154935,1
17724,0
19635,0
57364,1
124940,1
9970,0
137946,1
121275,1
173875,1
77793,0
41883,0
2157,0
167341,1
61297,0
59286,0
168619,1
101987,0
47250,0
109246,0
102217,0
197371,1
167049,1
107628,0
117090,0
143525,1
85958,0
26679,0
314,0
104494,1
202689,1
107649,0
158215,1
109481,1
42724,0
85812,0
173992,1
76491,0
194613,1
105327,0
3056,0
205061,1
167400,1
62264,0
114626,0
146469,1
106673,0
16513,0
123154,1
69533,0
82601,0
141701,1
181478,1
6516,0
62217,0
30780,0
88428,0
41783,0
21454,0
84623,0
93408,0
140315,1
188959,1
26448,0
201149,1
90336,0
159544,1
55065,0
40232,0
201242,1
79982,1
79824,0
171522,1
96112,0
161973,1
172196,1
9577,0
113915,0
153105,1
27751,0
127108,1
2955,0
104874,0
37980,1
10811,0
145182,1
30129,0
52089,0
97090,0
17136,1
175048,1
202568,1
154151,1
56538,0
52457,0
44059,0
116287,0
190496,1
109329,0
122405,1
13222,0
101399,1
30441,0
97522,0
143035,1
61231,0
71575,0
21168,0
108842,0
70216,0
48892,0
120365,1
120328,1
202287,1
49763,0
130067,1
41578,0
81649,0
150198,1
203692,1
129113,1
151556,1
140597,1
136582,1
69512,0
40359,0
83007,0
126061,1
169258,1
107814,0
97990,0
60966,0
102066,0
10005,0
136840,1
98976,1
44727,0
193730,1
7768,0
23695,0
203602,1
39219,0
1078,0
125909,1
173248,1
117821,1
21362,0
48045,0
72674,0
112729,1
21393,0
79640,0
150804,1
106622,0
95937,0
140576,1
55445,0
150997,1
142170,1
153370,1
102847,0
49154,0
45220,0
183855,1
46593,0
145732,1
182007,1
27558,0
80681,0
171867,1
72315,0
130456,1
206158,1
105384,0
80304,0
45343,1
62248,0
191342,1
88991,0
58062,0
19653,0
142786,1
94847,0
91720,1
168538,1
61960,1
25683,0
199559,1
15134,0
1601,0
7633,0
72067,0
66370,0
134190,1
71881,0
94773,0
105343,0
55578,0
127828,1
43621,0
10813,0
80830,0
46425,0
165686,1
32246,0
49194,1
22130,0
29010,1
145420,1
48421,0
180483,1
201679,1
87104,1
93290,0
13128,0
33537,0
20184,0
183579,1
167324,1
129460,1
65965,0
43736,0
64353,0
187683,1
108423,1
121769,1
129820,1
16201,0
169217,1
192260,1
155405,1
30092,0
200501,1
130343,1
20395,0
75505,0
147391,1
142086,1
24902,0
66693,0
88418,0
117216,0
36206,0
49186,0
21041,0
45611,0
4675,0
168983,1
1025,0
133346,1
175525,1
87094,0
42474,0
163020,1
157611,1
25042,0
168203,1
489,0
87225,0
45773,0
151336,1
167146,1
172739,1
97804,0
142470,1
122354,1
158766,1
168682,1
70296,0
208746,1
4545,0
141611,1
186249,1
54849,0
2503,0
166218,1
181313,1
46913,0
1170,0
52162,0
175163,1
31165,1
69691,0
33234,0
48438,0
161301,1
169502,1
197360,1
162281,1
60445,0
183329,1
155775,1
150574,1
23564,0
12295,0
183312,1
56877,0
150084,1
66827,0
143311,1
144275,1
109085,0
91534,0
75197,1
166184,1
155144,1
142281,1
105191,0
140306,1
123345,1
165627,1
209046,1
122309,1
68714,0
22932,0
199045,1
184793,1
181598,1
113414,0
37986,0
143895,1
55522,0
97906,0
113778,0
106510,1
210344,1
46042,0
189149,1
6009,0
38486,0
9669,0
29209,0
123954,1
80287,1
21616,0
84765,1
163919,1
79567,0
57069,0
53898,0
71037,0
12038,0
56954,0
173982,1
121693,1
147452,1
109394,0
185817,1
65389,0
64184,0
155156,1
118300,1
151710,1
93903,0
34446,0
91391,0
28574,0
67233,0
38903,0
161042,1
67056,0
193914,1
40110,0
126124,1
178071,1
174649,1
200913,1
153785,1
183865,1
80937,0
32566,0
44698,1
114620,0
22758,0
12993,0
161810,1
75074,0
35872,0
35712,0
126117,1
112137,0
200325,1
69596,0
205623,1
68954,0
208849,1
94141,0
112357,0
188960,1
32113,0
98957,1
31862,0
141616,1
18791,0
150272,1
191013,1
33985,0
76466,0
108422,0
120518,1
88365,0
149459,1
51400,0
115076,0
43195,0
47440,0
128085,1
201366,1
196490,1
106666,1
178873,1
100936,0
206865,1
47570,0
38246,0
114885,0
154393,1
46758,0
59444,0
207908,1
208869,1
6240,0
34199,0
80678,0
208764,1
7742,0
194054,1
54095,0
54983,0
135952,1
148085,1
38443,0
152544,1
49743,0
15501,0
82388,0
44437,0
135435,1
99351,0
145073,1
145493,1
109032,0
212445,1
7451,0
3651,0
167156,1
71141,0
132461,1
153456,1
90158,0
184960,1
87156,0
23843,0
201160,1
93084,1
170016,1
171886,1
168959,1
196342,1
148944,1
127120,1
26828,1
116732,0
161232,1
178827,1
160216,1
14874,0
21308,0
8122,0
15006,0
124840,1
95893,0
188501,1
184856,1
70551,0
74811,0
75374,0
175448,1
26670,0
211107,1
150299,1
180145,1
208733,1
45627,1
139078,1
199018,1
157623,1
200036,1
131970,1
136921,1
212579,1
8191,0
128311,1
18410,0
80098,1
20947,0
31951,1
89466,0
49995,1
32321,0
139230,1
193361,1
111307,0
142804,1
151759,1
28959,0
181494,1
64466,0
26246,0
101480,0
96436,0
124031,1
142621,1
187286,1
148333,1
28962,0
61221,0
151860,1
12590,0
3916,0
166068,1
157056,1
118979,1
66670,0
96170,0
155029,1
41316,0
119015,1
41249,0
196791,1
171531,1
110426,0
97329,0
50028,0
155601,1
129402,1
123601,1
70302,0
165681,1
142065,1
74752,0
151,0
45770,0
137764,1
34648,0
142858,1
107722,0
170769,1
147833,1
27556,0
173539,1
164664,1
38480,0
74664,0
130902,1
127887,1
41700,0
156375,1
127299,1
102888,0
184331,1
167088,1
152702,1
77651,0
43157,0
64123,0
135096,1
188877,1
21368,0
112693,0
3381,0
106222,0
163642,1
146472,1
4378,0
105250,1
167955,1
81765,0
100072,0
84778,0
152706,1
198148,1
188727,1
91447,0
112584,0
59125,0
31454,0
210772,1
54965,0
150664,1
162121,1
78503,0
58257,0
206366,1
31132,0
203044,1
126336,1
61944,0
75776,0
74573,1
118155,1
127750,1
8809,0
36563,0
31906,1
39186,0
95095,0
148880,1
106512,0
72281,0
24128,0
94149,0
129118,1
190033,1
121794,1
53862,0
24658,1
51563,0
175832,1
123102,1
86249,0
10333,0
35355,0
22741,0
135820,1
67846,0
12490,0
99204,1
139966,1
192880,1
209359,1
164282,1
115952,0
150192,1
58818,0
201321,1
65454,0
180538,1
115141,0
48851,0
64721,1
210784,1
167130,1
159874,1
84077,0
121484,1
86045,0
54687,1
111255,0
2158,1
84326,1
81368,0
62530,0
133386,1
84749,0
78816,0
121281,1
107579,0
116466,0
206683,1
118706,1
190454,1
16998,0
211274,1
